"time","left.y","left.x","left.dt","right.y","right.x","right.dt","x.mid","dt.mid"
12095,1070.84,-34.3373,4384.06,1059.61,177.585,4338.09,71.62385,4361.075
12129,1068.64,-18.5781,4375.05,1042.04,174.641,4266.17,78.03145,4320.61
12161,1067.55,-18.5591,4370.58,1038.17,171.475,4188.83,76.45795,4279.705
12195,1064.54,-2.87845,4358.29,1034.08,170.798,4172.3,83.959775,4265.295
12228,1065.27,-18.5196,4361.27,1016.51,182.604,4101.41,82.0422,4231.34
12262,1063.71,-18.4924,4354.88,1026.66,181.796,4083.28,81.6518,4219.08
12295,1061.09,-18.4469,4344.15,1031.3,180.05,4044.07,80.80155,4194.11
12329,1059.9,-18.4261,4339.26,1041.11,162.109,3960.04,71.84145,4149.65
12362,1058.47,-18.4014,4333.44,1067.53,159.688,3900.9,70.6433,4117.17
12396,1057.53,-33.9106,4329.59,1073.68,160.188,3913.11,63.1387,4121.35
12429,1056.53,-33.8783,4325.46,1065.05,172.821,3881.68,69.47135,4103.57
12462,1055.13,-18.3432,4319.73,1058.48,171.755,3857.74,76.7059,4088.735
12497,1053.11,-33.7687,4311.47,1048.86,170.193,3822.67,68.21215,4067.07
12529,1050.5,-33.6849,4300.77,1045.23,169.604,3809.44,67.95955,4055.105
12562,1048.34,-33.6159,4291.96,1039.61,168.693,3788.97,67.53855,4040.465
12596,1045.93,-33.5384,4282.07,1031.52,167.38,3759.48,66.9208,4020.775
12629,1042.94,-33.4425,4269.83,1030.46,167.207,3755.59,66.88225,4012.71
12662,1037.5,-18.0368,4247.58,1037.99,154.864,3783.07,68.4136,4015.325
12696,1031.53,-17.933,4223.13,1036.75,154.679,3778.54,68.373,4000.835
12730,1032.54,-17.6908,4166.11,1026.86,153.203,3742.48,67.7561,3954.295
12764,1022.54,-32.3142,4125.76,1024.74,152.888,3734.78,60.2869,3930.27
12797,1064.56,-31.7147,4049.22,1023.05,152.635,3728.61,60.46015,3888.915
12831,1074.26,-31.154,3977.63,1018.84,152.007,3713.27,60.4265,3845.45
12864,1073.47,-2.58393,3912.36,1026.99,151.246,3694.67,74.331035,3803.515
12897,1066.29,27.7292,3836.05,1022.68,150.611,3679.17,89.1701,3757.61
12931,1056.46,54.0343,3752.28,1018.7,150.025,3664.85,102.02965,3708.565
12964,1036.66,53.0219,3681.97,1007.37,150.296,3671.47,101.65895,3676.72
12997,1054.4,51.8173,3598.32,1010.31,148.79,3634.68,100.30365,3616.5
13031,1039.11,63.011,3503.27,999.457,147.191,3595.62,105.101,3549.445
13064,1034.05,64.4257,3444.58,1007.68,144.67,3534.03,104.54785,3489.305
13098,1024.41,87.0502,3364.21,986.141,143.38,3502.53,115.2151,3433.37
13131,1022.85,109.717,3320.01,975.887,125.932,3371.64,117.8245,3345.825
13165,1008.25,108.15,3272.61,964.172,138.076,3372.95,123.113,3322.78
13198,1007.56,95.2405,3232.74,973.964,134.419,3283.63,114.82975,3258.185
13232,1002.67,120.158,3217.04,970.374,120.733,3232.45,120.4455,3224.745
13265,1010.67,115.534,3093.26,983.041,130.619,3190.79,123.0765,3142.025
13298,1015.67,124.52,3041.8,973.336,130.852,3196.5,127.686,3119.15
13332,1013.03,124.195,3033.87,973.568,130.884,3197.26,127.5395,3115.565
13364,0,0,0,0,0,0,0,0
13399,1011.22,123.708,3021.96,956.886,133.679,3265.53,128.6935,3143.745
13432,1011.51,123.744,3022.85,922.521,145.88,3276.57,134.812,3149.71
13466,1009.58,123.508,3017.08,920.395,145.544,3269.02,134.526,3143.05
13499,1009.07,123.444,3015.53,916.353,144.904,3254.66,134.174,3135.095
13533,1007.5,123.253,3010.85,902.049,144.483,3245.19,133.868,3128.02
13566,1014.82,124.149,3032.74,906.231,143.304,3218.71,133.7265,3125.725
13600,1013.4,123.975,3028.5,890.363,156.111,3245.01,140.043,3136.755
13633,1001.01,122.459,2991.46,884.013,154.998,3221.87,138.7285,3106.665
13667,1004.27,122.858,3001.2,887.26,157.886,3233.7,140.372,3117.45
13700,1006.86,123.174,3008.94,914.679,181.918,3248.71,152.546,3128.825
13732,999.848,122.317,2987.99,947.189,220.801,3272.49,171.559,3130.24
13766,994.319,111.223,2977.85,979.733,240.734,3225.1,175.9785,3101.475
13800,991.711,121.582,2970.03,969.02,234.776,3145.28,178.179,3057.655
13833,990.404,121.162,2959.77,1002.74,237.479,3035.66,179.3205,2997.715
13868,995.336,120.474,2942.96,1001.72,257.805,2993.6,189.1395,2968.28
13900,994.477,120.37,2940.43,1002.2,296.675,2932.16,208.5225,2936.295
13935,992.82,120.169,2935.52,1009.38,299.342,2857.25,209.7555,2896.385
13968,991.423,120,2931.4,1013.64,301.707,2784.53,210.8535,2857.965
14001,990.607,119.901,2928.98,993.017,295.568,2727.87,207.7345,2828.425
14033,988.938,119.699,2924.05,966.034,287.537,2653.74,203.618,2788.895
14067,987.181,119.487,2918.85,958.853,291.4,2603.24,205.4435,2761.045
14101,986.646,119.422,2917.27,939.104,287.227,2549.63,203.3245,2733.45
14134,985.285,119.257,2913.25,925.629,281.303,2513.04,200.28,2713.145
14168,984.786,119.197,2911.77,928.367,278.52,2472.33,198.8585,2692.05
14202,984.121,119.116,2909.8,948.872,274.472,2452.01,196.794,2680.905
14235,983.453,119.036,2907.83,954.688,271.129,2422.15,195.0825,2664.99
14269,983.227,119.008,2907.16,958.262,260.581,2404.96,189.7945,2656.06
14302,971.955,118.905,2904.63,994.229,256.074,2363.36,187.4895,2633.995
14336,981.339,118.78,2901.58,994.078,253.871,2343.03,186.3255,2622.305
14370,979.617,118.571,2896.49,982.454,253.041,2335.37,185.806,2615.93
14403,980.137,108.242,2898.03,987.434,252.174,2327.37,180.208,2612.7
14436,975.568,107.737,2884.52,985.287,251.626,2322.31,179.6815,2603.415
14469,971.335,117.569,2872,982.996,251.04,2316.91,184.3045,2594.455
14503,951.325,116.381,2842.98,981.518,250.663,2313.42,183.522,2578.2
14536,940.517,115.306,2816.72,988.417,250.309,2310.16,182.8075,2563.44
14570,930.969,114.135,2788.12,987.53,250.085,2308.09,182.11,2548.105
14603,917.836,122.382,2748.79,985.837,249.656,2304.13,186.019,2526.46
14637,920.202,121.136,2720.81,984.977,249.438,2302.12,185.287,2511.465
14670,911.198,118.693,2665.92,984.304,249.268,2300.55,183.9805,2483.235
14703,942.044,117.532,2639.85,976.932,249.492,2302.61,183.512,2471.23
14736,954.886,124.962,2597.53,975.653,249.165,2299.6,187.0635,2448.565
14771,930.95,120.42,2503.12,974.365,248.836,2296.57,184.628,2399.845
14803,961.714,117.382,2439.98,965.092,248.569,2294.1,182.9755,2367.04
14837,946.031,114.221,2374.27,970.088,247.744,2286.48,180.9825,2330.375
14870,972.232,121.126,2311.07,967.849,247.172,2281.21,184.149,2296.14
14904,969.489,141.71,2243.36,965.725,246.63,2276.2,194.17,2259.78
14938,984.306,147.321,2183.43,955.84,244.105,2252.9,195.713,2218.165
14971,981.853,166.154,2123.93,949.779,240.524,2219.85,203.339,2171.89
15005,983.054,170.227,2062.53,928.269,237.064,2187.92,203.6455,2125.225
15037,987.424,211.94,2022.99,917.209,239.964,2143.73,225.952,2083.36
15071,0,0,0,0,0,0,0,0
15104,0,0,0,0,0,0,0,0
15138,0,0,0,0,0,0,0,0
15172,0,0,0,0,0,0,0,0
15205,0,0,0,0,0,0,0,0
15239,0,0,0,0,0,0,0,0
15272,0,0,0,0,0,0,0,0
15305,0,0,0,0,0,0,0,0
15340,0,0,0,0,0,0,0,0
15373,0,0,0,0,0,0,0,0
15407,0,0,0,0,0,0,0,0
15440,0,0,0,0,0,0,0,0
15472,0,0,0,0,0,0,0,0
15506,0,0,0,0,0,0,0,0
15539,0,0,0,0,0,0,0,0
15573,0,0,0,0,0,0,0,0
15606,NA,NA,NA,NA,NA,NA,NA,NA
15640,NA,NA,NA,NA,NA,NA,NA,NA
15674,0,0,0,0,0,0,0,0
15707,0,0,0,0,0,0,0,0
15741,0,0,0,0,0,0,0,0
15775,973.941,234.597,1694.17,825.464,285.429,1816.63,260.013,1755.4
15807,977.361,233.961,1689.58,851.051,303.778,1840.98,268.8695,1765.28
15841,973.333,234.45,1693.11,887.363,308.773,1831.45,271.6115,1762.28
15874,973.249,234.43,1692.96,944.459,362.342,1863.77,298.386,1778.365
15907,972.86,234.336,1692.29,950.71,359.091,1807.05,296.7135,1749.67
15941,972.647,234.285,1691.92,969.074,371.466,1767.28,302.8755,1729.6
15974,977.017,233.879,1688.98,982.991,388.066,1722.81,310.9725,1705.895
16008,976.341,239.769,1687.81,984.792,396.383,1679.52,318.076,1683.665
16039,976.052,239.698,1687.31,973.06,409.148,1629.61,324.423,1658.46
16075,976.339,233.716,1687.81,966.376,411.203,1587.9,322.4595,1637.855
16109,977.436,233.979,1689.71,975.261,408.222,1554.86,321.1005,1622.285
16142,976.711,239.86,1688.45,964.531,422.065,1520.37,330.9625,1604.41
16176,976.137,239.719,1687.46,957.705,421.632,1499.44,330.6755,1593.45
16208,975.529,239.57,1686.41,950.559,421.456,1479.94,330.513,1583.175
16242,975.369,239.531,1686.13,943.04,418.123,1468.24,328.827,1577.185
16275,974.557,239.331,1684.73,947.486,414.997,1457.26,327.164,1570.995
16309,973.967,239.186,1683.71,944.308,413.604,1452.37,326.395,1568.04
16343,973.357,239.036,1682.65,946.343,412.222,1447.52,325.629,1565.085
16376,972.154,238.741,1680.58,948.899,411.081,1443.51,324.911,1562.045
16409,971.736,238.638,1679.85,942.679,410.626,1441.91,324.632,1560.88
16450,970.852,238.421,1678.32,946.424,410.008,1439.74,324.2145,1559.03
16477,969.928,238.194,1676.73,940.52,409.686,1438.61,323.94,1557.67
16510,962.099,237.745,1673.57,949.893,409.279,1437.18,323.512,1555.375
16543,959.54,237.113,1669.12,949.128,408.949,1436.03,323.031,1552.575
16576,947.117,235.512,1657.85,953.292,408.527,1434.54,322.0195,1546.195
16609,941.341,235.258,1647.74,948.231,409.592,1434.67,322.425,1541.205
16644,913.902,243.232,1622.11,942.641,409.398,1433.99,326.315,1528.05
16676,881.562,255.028,1586.93,946.773,407.935,1432.46,331.4815,1509.695
16710,854.408,257.111,1558.16,951.083,407.58,1431.22,332.3455,1494.69
16744,838.693,257.867,1529.5,950.775,407.448,1430.75,332.6575,1480.125
16777,838.169,259.454,1506.87,950.37,407.274,1430.14,333.364,1468.505
16810,848.334,274.595,1466.53,949.88,407.065,1429.41,340.83,1447.97
16844,NA,NA,NA,NA,NA,NA,NA,NA
16877,NA,NA,NA,NA,NA,NA,NA,NA
16911,NA,NA,NA,NA,NA,NA,NA,NA
16945,NA,NA,NA,NA,NA,NA,NA,NA
16978,NA,NA,NA,NA,NA,NA,NA,NA
17012,NA,NA,NA,NA,NA,NA,NA,NA
17045,NA,NA,NA,NA,NA,NA,NA,NA
17078,NA,NA,NA,NA,NA,NA,NA,NA
17112,NA,NA,NA,NA,NA,NA,NA,NA
17145,NA,NA,NA,NA,NA,NA,NA,NA
17178,NA,NA,NA,NA,NA,NA,NA,NA
17211,NA,NA,NA,NA,NA,NA,NA,NA
17245,NA,NA,NA,NA,NA,NA,NA,NA
17279,NA,NA,NA,NA,NA,NA,NA,NA
17312,NA,NA,NA,NA,NA,NA,NA,NA
17346,NA,NA,NA,NA,NA,NA,NA,NA
17379,NA,NA,NA,NA,NA,NA,NA,NA
17413,NA,NA,NA,NA,NA,NA,NA,NA
17447,NA,NA,NA,NA,NA,NA,NA,NA
17480,NA,NA,NA,NA,NA,NA,NA,NA
17513,NA,NA,NA,NA,NA,NA,NA,NA
17546,NA,NA,NA,NA,NA,NA,NA,NA
17580,NA,NA,NA,NA,NA,NA,NA,NA
17613,NA,NA,NA,NA,NA,NA,NA,NA
17647,NA,NA,NA,NA,NA,NA,NA,NA
17681,NA,NA,NA,NA,NA,NA,NA,NA
17714,NA,NA,NA,NA,NA,NA,NA,NA
17747,NA,NA,NA,NA,NA,NA,NA,NA
17781,NA,NA,NA,NA,NA,NA,NA,NA
17814,NA,NA,NA,NA,NA,NA,NA,NA
17848,NA,NA,NA,NA,NA,NA,NA,NA
17882,NA,NA,NA,NA,NA,NA,NA,NA
17915,NA,NA,NA,NA,NA,NA,NA,NA
